,product_name,energy-kcal_100g
6819,Кос-халва с изюмом,390.0
6820,Bulgogi Barbecue Dumplings,206.0
6821,Pork & Vegetable Dumpling,238.0
6822,korolevskie Dumplingi kurica i ovoshi,135.0
6823,Shrimp Dumpling,142.0
6824,Pasta Veneta,350.0
6825,Лаваш сырный,241.0
6826,Рис Басмати белый ароматный,348.0
6827,Рис длиннозерный ОРИЕНТ,340.0
6828,МИНСТРАЛЬ МАННАЯ КРУПА,345.0
6829,Пшенные хлопья,383.0
6830,Каша овсяная цельнозерновая быстрого приготовления &quot;Черничный чизкейк&quot;,358.0
6831,рис кубань,349.0
6832,Рис Янтарь,347.0
6833,Fitstart Хлебцы гречневые смотка,407.0
6834,Farro flakes,344.0
6835,Каша овсяная цельнозерновая,150.0
6836,Булгур по-турецки с вермишелью,379.0
6837,"Творог 5%, тип А",120.0
6838,Сметана 20%,210.0
6839,Молоко питьевое пастеризованное с массовой долей жира 2.5%,55.0
6840,Ряженка 4% &quot;Вологжанка&quot;,66.0
6841,"Биокефир 2,5%",49.0
6842,молоко питьевое пастеризованное 1.5%,44.3
6843,Молоко топленое &quot;Вологжанка&quot; 4%,66.4
6844,"ацидофилин 2,7%",54.0
6845,"Простокваша &quot;Вологжанка&quot; 2,7%",54.0
6846,Коктейль молочный Шоколадный,83.0
6847,Цикорий натуральный сублимированный,320.0
6848,Йогурт с ароматом лесных ягод,80.0
6849,Майонез с перепелиными яйцами,460.0
6850,Чиа пудинг манго маракуйя,112.4
6851,творог,160.0
6852,Сырок творожный глазированный с варёным сгущеным молоком,394.2
6853,Сырок,407.0
6854,Сливки свитлогорье,120.0
6855,Молоко смущённое с сахаром варёное в вафельной трубочке,405.0
6856,Молоко сгущённое с сахаром в вафельной трубочке,429.0
6857,Сырок творожный глазированный с кокосовой,389.0
6858,Сливки ультрапастеризованные с сахаром взбитые,238.0
6859,Эскимо Двухслойное,306.0
6860,Мороженое пломбир с ароматом ванили в вафельном сахарном рожке,270.0
6861,Творожный сырок в молочном шоколаде,385.0
6862,Творожный сыров PALERMO,395.0
6863,Соломка с маком,390.0
6864,Кукурузные палочки с сахарной пудрой,510.0
6865,кукурузные палочки кузя большие коробка в загашнике,510.0
6866,Чипсы Сметана и лук,500.0
6867,Шарики шоколадные глазированные,390.0
6868,Русская картошка камчатский краб,125.0
6869,Чипсы Dr. Diesel,520.0
6870,Чипсы со вкусом &quot;мраморный стейк&quot;,520.0
6871,Молоко ультрапастеризованное 3.2%,59.6
6872,Творог 9%,157.0
6873,Творог 9%,157.0
6874,Чикен Баттер,211.3
6875,Мини-рулет бисквитный,400.0
6876,Макароны из твёрдой пшеницы &quot;Добродея&quot;,348.0
6877,Изделия макаронные &quot;Alfabeto&quot;,348.0
6878,Лисички в сливочном соусе,550.0
6879,Картофель хрустящий «со вкусом сметаны и зелени»,570.0
6880,Картофель хрустящий,550.0
6881,Чипсы Лук И Сметана,550.0
6882,суп Гороховый сухой,350.0
6883,кисель клюквенный,360.0
6884,кисель плодово-ягодный,360.0
6885,Чипсы Белые Грибы В Сливочном Соусе,570.0
6886,картофельные чипсы со вкусом лука и сметаны,550.0
6887,Чипсы со вкусом маринованных томатов,550.0
6888,Salted Caramel Glazed Icecream,293.0
6889,Пломбир 15%,230.0
6890,Эскимо Гранат,326.0
6891,Пломбир С Клубникой И Базиликом,325.0
6892,Творог 5%,121.0
6893,Пломбир в молочно-шоколадной глазури с мирдалем,264.0
6894,Напиток энергетический Arctic,48.0
6895,Аскорбиновая кислота с глюкозой 100 мг,308.0
6896,Суп итальянский,360.0
6897,Паста птитим жемчужная,225.0
6898,Детский супчик гороховый &quot;YELLI KIDS&quot;,330.0
6899,Булгур с овощами,360.0
6900,Паста Орзо,360.0
6901,Булгур С Киноа,340.0
6902,Чечевица зеленая лайрд,280.0
6903,Яйца куриные пищевые столовые &quot;Экстра&quot;,150.0
6904,Пломбир,240.0
6905,Мороженое эскимо пломбир с малиной в молочном шоколаде,335.0
6906,Топлёное молоко печенье,460.0
6907,Печенье сдобное &quot;Пальчики оближешь&quot; в белой глазури с декором,500.0
6908,Печенье Мария,390.0
6909,Изделие хлебобулочное сухое длительного хранения &quot;Будь Здоров!&quot; с отрубями,400.0
6910,Бородинский хлеб,201.0
6911,Пита Турецкая,219.0
6912,Хлеб Боярский,273.0
6913,Ряженка,51.0
6914,"Sguscionka s saharom Produs cu continut de lapte concentrat, cu zahar",300.0
6915,Сырок глазированный со сгущенным молоком,370.0
6916,сливки сгущеные с сахаром 19%,383.0
6917,Пломбир Ванильный в вафельном стаканчике,250.0
6918,Пломбир Крем-Брюле,250.0
6919,Мороженное пломбир ванильный,240.0
6920,Пломбир крем-брюле,240.0
6921,Творог Обезжиренный,101.0
6922,ЭСКИМО ПЛОМБИР МОЛОЧ.ШОК,340.0
6923,Эскимо в шоколадной глазури с какао-крупкой,330.0
6924,Пломбир манго-маракуйя,178.0
6925,Молоко 2.5%,53.0
6926,Йогурт термостатный 4%,70.0
6927,Лакомка,340.0
6928,масло сливочное,748.0
6929,Пломбир С Шоколадной Крошкой В Вафельном Рожке,340.0
6930,Кореновочка,53.0
6931,Эскимо пломбир в бельгийском шоколаде,360.0
6932,Ветчина с индейкой вареная,109.0
6933,Хлеб Дарницкий,200.0
6934,Изделие хлебобулочное &quot;Русь&quot; нарезанное в упаковке,285.0
6935,Кекс Российский на дрожжах,317.0
6936,Багет Молочный (изделие хлебобулочное сдобное),290.0
6937,Торт бисквитно-кремовый &quot;Сказка&quot;,378.4
6938,Нарезной батон,260.0
6939,Батон нарезной,260.0
6940,"Кефир Ирбитский 2,5%",51.0
6941,"Йогурт Ирбитский черника 2,5%",91.0
6942,Напиток безалкогольный сильногазированный &quot;Тархун&quot;,20.0
6943,Кола,38.0
6944,Байкал,40.0
6945,Напиток сильногазированный &quot;Байкал&quot;,17.0
6946,Байкал,17.0
6947,fantola bubble gum,45.0
6948,Пюре фруктовое с орехами,88.0
6949,Пюре фруктовые яблоко манго кокрс,77.0
6950,байкал,45.0
6951,Fantola Bubble Gum,17.5
6952,Кола вишня миндаль,20.0
6953,готовый завтрак 1,330.0
6954,Крупа гречневая Царь в пакетиках,330.0
6955,Рожки высший сорт,330.0
6956,Перья высший сорт,330.0
6957,лапша гречневая soba,330.0
6958,суворовская каша,340.0
6959,Лапша пшеничная Удон,340.0
6960,Хлопья стм монетка,330.0
6961,Молоко 2.5%,54.0
6962,Творог детский классический,89.0
6963,творожная масса с изюмом,164.0
6964,Молоко Питьевое Ультрапастеризованное 6%,85.0
6965,Молоко,53.0
6966,Ацидобифилин сладкий,78.0
6967,Творог зернёный со сливками,96.0
6968,Мармелад жевательный «Змеи XXL»,330.0
6969,fruitella звери микс,320.0
6970,фрутела крутой микс,330.0
6971,yorms,330.0
6972,Chupa chups® роллсы,360.0
6973,Фрутелла Жевательный мармелад с фруктовым соком,320.0
